"STATION","DATE","TMAX","TMIN","TOBS","WESD","WESF"
"USC00410433","2010-02-10","48","31","32","0.0","0.0"
"USC00410433","2010-02-11","40","32","35","0.0","0.0"
"USC00410433","2010-02-12","38","32","33","0.0","0.0"
"USC00410433","2010-02-13","48","29","32","0.0","0.0"
"USC00410433","2010-02-14","58","32","39","0.0","0.0"
"USC00410433","2010-02-15","68","28","28","0.0","0.0"
"USC00410433","2010-02-16","54","27","30","0.0","0.0"
"USC00410433","2010-02-17","58","27","31","0.0","0.0"
"USC00410433","2010-02-18","62","30","30","0.0","0.0"
"USC00410433","2010-02-19","65","30","48","0.0","0.0"
"USC00410433","2010-02-20","57","47","53","0.0","0.0"
"USC00410433","2010-02-21","64","53","57","0.0","0.0"
"USC00410433","2010-02-22","76","41","41","0.0","0.0"
"USC00410433","2010-02-23","52","35","35","0.0","0.0"
"USC00410433","2010-02-24","38","29","29","0.4","0.5"
"USC00410433","2010-02-25","54","29","33","0.0","0.0"
"USC00410433","2010-02-26","64","33","47","0.0","0.0"
"USC00410433","2010-02-27","59","34","34","0.0","0.0"
"USC00410433","2010-02-28","67","34","36","0.0","0.0"
"USC00410433","2010-03-01","67","36","45","0.0","0.0"
"USC00410433","2010-03-02","60","35","35","0.0","0.0"
"USC00410433","2010-03-03","60","35","35","0.0","0.0"
"USC00410433","2010-03-04","70","35","40","0.0","0.0"
"USC00410433","2010-03-05","71","40","47","0.0","0.0"
"USC00410433","2010-03-06","63","47","49","0.0","0.0"
"USC00410433","2010-03-07","68","49","53","0.0","0.0"
"USC00410433","2010-03-08","60","53","59","0.0","0.0"
"USC00410433","2010-03-09","65","49","51","0.0","0.0"
"USC00410433","2010-03-10","81","51","58","0.0","0.0"
"USC00410433","2010-03-11","80","47","47","0.0","0.0"
"USC00410433","2010-03-12","74","40","44","0.0","0.0"
"USC00410433","2010-03-13","71","42","43","0.0","0.0"
"USC00410433","2010-03-14","77","43","44","0.0","0.0"
"USC00410433","2010-03-15","83","44","53","0.0","0.0"
"USC00410433","2010-03-16","70","50","50","0.0","0.0"
"USC00410433","2010-03-17","54","43","44","0.0","0.0"
"USC00410433","2010-03-18","72","44","45","0.0","0.0"
"USC00410433","2010-03-19","70","45","53","0.0","0.0"
"USC00410433","2010-03-20","75","44","44","0.0","0.0"
"USC00410433","2010-03-21","44","33","35","0.0","0.0"
"USC00410433","2010-03-22","61","35","37","0.0","0.0"
"USC00410433","2010-03-23","74","37","47","0.0","0.0"
"USC00410433","2010-03-24","77","47","59","0.0","0.0"
"USC00410433","2010-03-25","65","44","44","0.0","0.0"
"USC00410433","2010-03-26","68","39","40","0.0","0.0"
"USC00410433","2010-03-27","74","40","49","0.0","0.0"
"USC00410433","2010-03-28","82","47","51","0.0","0.0"
"USC00410433","2010-03-29","72","40","41","0.0","0.0"
"USC00410433","2010-03-30","78","41","53","0.0","0.0"
"USC00410433","2010-03-31","80","53","57","0.0","0.0"
"USC00410433","2010-04-01","85","57","61","0.0","0.0"
"USC00410433","2010-04-02","80","61","68","0.0","0.0"
"USC00410433","2010-04-03","80","42","43","0.0","0.0"
"USC00410433","2010-04-04","85","43","66","0.0","0.0"
"USC00410433","2010-04-05","81","66","68","0.0","0.0"
"USC00410433","2010-04-06","84","66","66","0.0","0.0"
"USC00410433","2010-04-07","81","66","66","0.0","0.0"
"USC00410433","2010-04-08","76","42","43","0.0","0.0"
"USC00410433","2010-04-09","71","38","38","0.0","0.0"
"USC00410433","2010-04-10","76","38","54","0.0","0.0"
"USC00410433","2010-04-11","79","54","60","0.0","0.0"
"USC00410433","2010-04-12","68","56","56","0.0","0.0"
"USC00410433","2010-04-13","80","55","59","0.0","0.0"
"USC00410433","2010-04-14","80","59","62","0.0","0.0"
"USC00410433","2010-04-15","76","62","65","0.0","0.0"
"USC00410433","2010-04-16","75","63","63","0.0","0.0"
"USC00410433","2010-04-17","71","63","64","0.0","0.0"
"USC00410433","2010-04-18","76","54","56","0.0","0.0"
"USC00410433","2010-04-19","68","54","54","0.0","0.0"
"USC00410433","2010-04-20","62","54","54","0.0","0.0"
"USC00410433","2010-04-21","77","53","54","0.0","0.0"
"USC00410433","2010-04-22","81","54","63","0.0","0.0"
"USC00410433","2010-04-23","70","63","68","0.0","0.0"
"USC00410433","2010-04-24","87","51","52","0.0","0.0"
"USC00410433","2010-04-25","81","52","58","0.0","0.0"
"USC00410433","2010-04-26","84","50","53","0.0","0.0"
"USC00410433","2010-04-27","90","52","52","0.0","0.0"
"USC00410433","2010-04-28","77","46","47","0.0","0.0"
"USC00410433","2010-04-29","81","47","64","0.0","0.0"
"USC00410433","2010-04-30","85","64","72","0.0","0.0"
"USC00410433","2010-05-01","89","64","65","0.0","0.0"
"USC00410433","2010-05-02","82","58","59","0.0","0.0"
"USC00410433","2010-05-03","86","52","55","0.0","0.0"
"USC00410433","2010-05-04","90","51","52","0.0","0.0"
"USC00410433","2010-05-05","94","52","59","0.0","0.0"
"USC00410433","2010-05-06","97","59","62","0.0","0.0"
"USC00410433","2010-05-07","93","62","70","0.0","0.0"
"USC00410433","2010-05-08","96","66","66","0.0","0.0"
"USC00410433","2010-05-09","75","63","66","0.0","0.0"
"USC00410433","2010-05-10","77","66","72","0.0","0.0"
"USC00410433","2010-05-11","87","71","71","0.0","0.0"
"USC00410433","2010-05-12","90","71","71","0.0","0.0"
"USC00410433","2010-05-13","89","71","73","0.0","0.0"
"USC00410433","2010-05-14","87","72","72","0.0","0.0"
"USC00410433","2010-05-15","75","62","63","0.0","0.0"
"USC00410433","2010-05-16","83","63","64","0.0","0.0"
"USC00410433","2010-05-17","87","64","65","0.0","0.0"
"USC00410433","2010-05-18","92","63","63","0.0","0.0"
"USC00410433","2010-05-19","87","63","68","0.0","0.0"
"USC00410433","2010-05-20","88","68","72","0.0","0.0"
"USC00410433","2010-05-21","86","72","73","0.0","0.0"
"USC00410433","2010-05-22","91","73","74","0.0","0.0"
"USC00410433","2010-05-23","88","74","75","0.0","0.0"
"USC00410433","2010-05-24","90","72","72","0.0","0.0"
"USC00410433","2010-05-25","87","72","72","0.0","0.0"
"USC00410433","2010-05-26","84","71","71","0.0","0.0"
"USC00410433","2010-05-27","90","66","66","0.0","0.0"
"USC00410433","2010-05-28","93","65","65","0.0","0.0"
"USC00410433","2010-05-29","93","65","69","0.0","0.0"
"USC00410433","2010-05-30","93","67","67","0.0","0.0"
"USC00410433","2010-05-31","92","67","68","0.0","0.0"
"USC00410433","2010-06-01","92","67","68","0.0","0.0"
"USC00410433","2010-06-02","92","68","70","0.0","0.0"
"USC00410433","2010-06-03","93","66","66","0.0","0.0"
"USC00410433","2010-06-04","72","66","67","0.0","0.0"
"USC00410433","2010-06-05","95","66","67","0.0","0.0"
"USC00410433","2010-06-06","92","67","77","0.0","0.0"
"USC00410433","2010-06-07","92","74","74","0.0","0.0"
"USC00410433","2010-06-08","92","74","76","0.0","0.0"
"USC00410433","2010-06-09","88","68","71","0.0","0.0"
"USC00410433","2010-06-10","85","71","76","0.0","0.0"
"USC00410433","2010-06-11","91","76","77","0.0","0.0"
"USC00410433","2010-06-12","90","77","78","0.0","0.0"
"USC00410433","2010-06-13","91","78","78","0.0","0.0"
"USC00410433","2010-06-14","92","76","77","0.0","0.0"
"USC00410433","2010-06-15","92","74","74","0.0","0.0"
"USC00410433","2010-06-16","93","74","76","0.0","0.0"
"USC00410433","2010-06-17","93","74","75","0.0","0.0"
"USC00410433","2010-06-18","90","75","77","0.0","0.0"
"USC00410433","2010-06-19","93","74","74","0.0","0.0"
"USC00410433","2010-06-20","93","74","75","0.0","0.0"
"USC00410433","2010-06-21","93","73","73","0.0","0.0"
"USC00410433","2010-06-22","94","73","74","0.0","0.0"
"USC00410433","2010-06-23","94","72","72","0.0","0.0"
"USC00410433","2010-06-24","94","72","73","0.0","0.0"
"USC00410433","2010-06-25","90","73","76","0.0","0.0"
"USC00410433","2010-06-26","95","74","74","0.0","0.0"
"USC00410433","2010-06-27","95","74","75","0.0","0.0"
"USC00410433","2010-06-28","95","75","75","0.0","0.0"
"USC00410433","2010-06-29","96","73","74","0.0","0.0"
"USC00410433","2010-06-30","89","73","74","0.0","0.0"
"USC00410433","2010-07-01","84","74","74","0.0","0.0"
"USC00410433","2010-07-02","82","74","75","0.0","0.0"
"USC00410433","2010-07-03","83","73","76","0.0","0.0"
"USC00410433","2010-07-04","88","76","76","0.0","0.0"
"USC00410433","2010-07-05","91","74","75","0.0","0.0"
"USC00410433","2010-07-06","92","73","73","0.0","0.0"
"USC00410433","2010-07-07","93","72","72","0.0","0.0"
"USC00410433","2010-07-08","92","72","75","0.0","0.0"
"USC00410433","2010-07-09","82","73","75","0.0","0.0"
"USC00410433","2010-07-10","88","74","75","0.0","0.0"
"USC00410433","2010-07-11","92","74","74","0.0","0.0"
"USC00410433","2010-07-12","91","74","76","0.0","0.0"
"USC00410433","2010-07-13","91","76","77","0.0","0.0"
"USC00410433","2010-07-14","91","77","78","0.0","0.0"
"USC00410433","2010-07-15","94","77","77","0.0","0.0"
"USC00410433","2010-07-16","94","74","74","0.0","0.0"
"USC00410433","2010-07-17","96","72","72","0.0","0.0"
"USC00410433","2010-07-18","97","72","77","0.0","0.0"
"USC00410433","2010-07-19","97","75","76","0.0","0.0"
"USC00410433","2010-07-20","94","74","75","0.0","0.0"
"USC00410433","2010-07-21","93","73","74","0.0","0.0"
"USC00410433","2010-07-22","95","74","77","0.0","0.0"
"USC00410433","2010-07-23","94","76","76","0.0","0.0"
"USC00410433","2010-07-24","94","73","74","0.0","0.0"
"USC00410433","2010-07-25","94","71","71","0.0","0.0"
"USC00410433","2010-07-26","93","71","73","0.0","0.0"
"USC00410433","2010-07-27","94","71","73","0.0","0.0"
"USC00410433","2010-07-28","91","73","76","0.0","0.0"
"USC00410433","2010-07-29","82","73","75","0.0","0.0"
"USC00410433","2010-07-30","92","75","76","0.0","0.0"
"USC00410433","2010-07-31","95","74","74","0.0","0.0"
"USC00410433","2010-08-01","99","72","72","0.0","0.0"
"USC00410433","2010-08-02","100","70","70","0.0","0.0"
"USC00410433","2010-08-03","99","70","70","0.0","0.0"
"USC00410433","2010-08-04","97","70","74","0.0","0.0"
"USC00410433","2010-08-05","97","73","73","0.0","0.0"
"USC00410433","2010-08-06","99","73","75","0.0","0.0"
"USC00410433","2010-08-07","100","75","76","0.0","0.0"
"USC00410433","2010-08-08","98","76","77","0.0","0.0"
"USC00410433","2010-08-09","97","76","76","0.0","0.0"
"USC00410433","2010-08-10","99","75","75","0.0","0.0"
"USC00410433","2010-08-11","100","75","76","0.0","0.0"
"USC00410433","2010-08-12","97","74","74","0.0","0.0"
"USC00410433","2010-08-13","99","74","74","0.0","0.0"
"USC00410433","2010-08-14","99","74","78","0.0","0.0"
"USC00410433","2010-08-15","101","77","77","0.0","0.0"
"USC00410433","2010-08-16","101","75","75","0.0","0.0"
"USC00410433","2010-08-17","104","73","73","0.0","0.0"
"USC00410433","2010-08-18","100","73","76","0.0","0.0"
"USC00410433","2010-08-19","102","74","75","0.0","0.0"
"USC00410433","2010-08-20","99","75","78","0.0","0.0"
"USC00410433","2010-08-21","99","77","77","0.0","0.0"
"USC00410433","2010-08-22","102","76","77","0.0","0.0"
"USC00410433","2010-08-23","103","75","75","0.0","0.0"
"USC00410433","2010-08-24","106","74","75","0.0","0.0"
"USC00410433","2010-08-25","106","75","77","0.0","0.0"
"USC00410433","2010-08-26","94","77","77","0.0","0.0"
"USC00410433","2010-08-27","90","68","68","0.0","0.0"
"USC00410433","2010-08-28","96","62","62","0.0","0.0"
"USC00410433","2010-08-29","99","62","71","0.0","0.0"
"USC00410433","2010-08-30","98","71","79","0.0","0.0"
"USC00410433","2010-08-31","99","78","78","0.0","0.0"
"USC00410433","2010-09-01","101","77","77","0.0","0.0"
"USC00410433","2010-09-02","99","77","77","0.0","0.0"
"USC00410433","2010-09-03","95","72","73","0.0","0.0"
"USC00410433","2010-09-04","83","70","70","0.0","0.0"
"USC00410433","2010-09-05","90","68","68","0.0","0.0"
"USC00410433","2010-09-06","93","68","72","0.0","0.0"
"USC00410433","2010-09-07","93","72","75","0.0","0.0"
"USC00410433","2010-09-08","77","72","75","0.0","0.0"
"USC00410433","2010-09-09","85","75","77","0.0","0.0"
"USC00410433","2010-09-10","91","75","76","0.0","0.0"
"USC00410433","2010-09-11","93","76","77","0.0","0.0"
"USC00410433","2010-09-12","95","73","74","0.0","0.0"
"USC00410433","2010-09-13","95","73","74","0.0","0.0"
"USC00410433","2010-09-14","91","74","76","0.0","0.0"
"USC00410433","2010-09-15","94","76","77","0.0","0.0"
"USC00410433","2010-09-16","93","73","74","0.0","0.0"
"USC00410433","2010-09-17","93","70","71","0.0","0.0"
"USC00410433","2010-09-18","92","71","71","0.0","0.0"
"USC00410433","2010-09-19","88","71","71","0.0","0.0"
"USC00410433","2010-09-20","86","64","67","0.0","0.0"
"USC00410433","2010-09-21","86","67","67","0.0","0.0"
"USC00410433","2010-09-22","86","67","72","0.0","0.0"
"USC00410433","2010-09-23","87","72","74","0.0","0.0"
"USC00410433","2010-09-24","90","74","74","0.0","0.0"
"USC00410433","2010-09-25","93","71","71","0.0","0.0"
"USC00410433","2010-09-26","91","69","69","0.0","0.0"
"USC00410433","2010-09-27","85","54","54","0.0","0.0"
"USC00410433","2010-09-28","77","50","50","0.0","0.0"
"USC00410433","2010-09-29","85","50","62","0.0","0.0"
"USC00410433","2010-09-30","87","61","61","0.0","0.0"
"USC00410433","2010-10-01","87","61","64","0.0","0.0"
"USC00410433","2010-10-02","85","59","60","0.0","0.0"
"USC00410433","2010-10-03","84","59","60","0.0","0.0"
"USC00410433","2010-10-04","75","51","52","0.0","0.0"
"USC00410433","2010-10-05","76","47","47","0.0","0.0"
"USC00410433","2010-10-06","80","46","47","0.0","0.0"
"USC00410433","2010-10-07","82","47","51","0.0","0.0"
"USC00410433","2010-10-08","86","51","51","0.0","0.0"
"USC00410433","2010-10-09","86","51","54","0.0","0.0"
"USC00410433","2010-10-10","86","54","62","0.0","0.0"
"USC00410433","2010-10-11","86","62","65","0.0","0.0"
"USC00410433","2010-10-12","86","62","62","0.0","0.0"
"USC00410433","2010-10-13","87","60","61","0.0","0.0"
"USC00410433","2010-10-14","82","56","56","0.0","0.0"
"USC00410433","2010-10-15","78","43","43","0.0","0.0"
"USC00410433","2010-10-16","84","43","51","0.0","0.0"
"USC00410433","2010-10-17","85","51","57","0.0","0.0"
"USC00410433","2010-10-18","85","57","67","0.0","0.0"
"USC00410433","2010-10-19","85","61","61","0.0","0.0"
"USC00410433","2010-10-20","86","61","62","0.0","0.0"
"USC00410433","2010-10-21","87","62","65","0.0","0.0"
"USC00410433","2010-10-22","86","65","68","0.0","0.0"
"USC00410433","2010-10-23","85","68","70","0.0","0.0"
"USC00410433","2010-10-24","84","66","66","0.0","0.0"
"USC00410433","2010-10-25","88","66","68","0.0","0.0"
"USC00410433","2010-10-26","87","68","69","0.0","0.0"
"USC00410433","2010-10-27","83","55","55","0.0","0.0"
"USC00410433","2010-10-28","90","55","64","0.0","0.0"
"USC00410433","2010-10-29","76","46","47","0.0","0.0"
"USC00410433","2010-10-30","72","39","41","0.0","0.0"
"USC00410433","2010-10-31","80","41","54","0.0","0.0"
"USC00410433","2010-11-01","85","54","69","0.0","0.0"
"USC00410433","2010-11-02","85","50","50","0.0","0.0"
"USC00410433","2010-11-03","69","50","53","0.0","0.0"
"USC00410433","2010-11-04","58","49","52","0.0","0.0"
"USC00410433","2010-11-05","67","43","43","0.0","0.0"
"USC00410433","2010-11-06","66","35","36","0.0","0.0"
"USC00410433","2010-11-07","71","36","40","0.0","0.0"
"USC00410433","2010-11-08","74","40","49","0.0","0.0"
"USC00410433","2010-11-09","77","49","50","0.0","0.0"
"USC00410433","2010-11-10","79","50","59","0.0","0.0"
"USC00410433","2010-11-11","81","59","64","0.0","0.0"
"USC00410433","2010-11-12","80","64","67","0.0","0.0"
"USC00410433","2010-11-13","82","45","46","0.0","0.0"
"USC00410433","2010-11-14","63","42","46","0.0","0.0"
"USC00410433","2010-11-15","58","46","50","0.0","0.0"
"USC00410433","2010-11-16","67","45","45","0.0","0.0"
"USC00410433","2010-11-17","69","45","50","0.0","0.0"
"USC00410433","2010-11-18","79","41","41","0.0","0.0"
"USC00410433","2010-11-19","64","34","35","0.0","0.0"
"USC00410433","2010-11-20","71","35","50","0.0","0.0"
"USC00410433","2010-11-21","75","50","68","0.0","0.0"
"USC00410433","2010-11-22","81","68","69","0.0","0.0"
"USC00410433","2010-11-23","82","67","67","0.0","0.0"
"USC00410433","2010-11-24","80","67","70","0.0","0.0"
"USC00410433","2010-11-25","84","70","71","0.0","0.0"
"USC00410433","2010-11-26","77","37","38","0.0","0.0"
"USC00410433","2010-11-27","56","27","31","0.0","0.0"
"USC00410433","2010-11-28","62","31","43","0.0","0.0"
"USC00410433","2010-11-29","69","43","65","0.0","0.0"
"USC00410433","2010-11-30","77","43","43","0.0","0.0"
"USC00410433","2010-12-01","60","28","31","0.0","0.0"
"USC00410433","2010-12-02","66","31","36","0.0","0.0"
"USC00410433","2010-12-03","71","36","47","0.0","0.0"
"USC00410433","2010-12-04","75","47","62","0.0","0.0"
"USC00410433","2010-12-05","77","41","41","0.0","0.0"
"USC00410433","2010-12-06","55","32","32","0.0","0.0"
"USC00410433","2010-12-07","54","32","36","0.0","0.0"
"USC00410433","2010-12-08","56","36","43","0.0","0.0"
"USC00410433","2010-12-09","56","35","35","0.0","0.0"
"USC00410433","2010-12-10","64","35","43","0.0","0.0"
"USC00410433","2010-12-11","72","43","52","0.0","0.0"
"USC00410433","2010-12-12","68","38","38","0.0","0.0"
"USC00410433","2010-12-13","55","27","27","0.0","0.0"
"USC00410433","2010-12-14","61","27","36","0.0","0.0"
"USC00410433","2010-12-15","70","36","55","0.0","0.0"
"USC00410433","2010-12-16","75","53","53","0.0","0.0"
"USC00410433","2010-12-17","60","39","39","0.0","0.0"
"USC00410433","2010-12-18","50","33","33","0.0","0.0"
"USC00410433","2010-12-19","56","32","35","0.0","0.0"
"USC00410433","2010-12-20","65","34","57","0.0","0.0"
"USC00410433","2010-12-21","76","57","64","0.0","0.0"
"USC00410433","2010-12-22","79","56","56","0.0","0.0"
"USC00410433","2010-12-23","63","50","50","0.0","0.0"
"USC00410433","2010-12-24","63","50","53","0.0","0.0"
"USC00410433","2010-12-25","60","35","35","0.0","0.0"
"USC00410433","2010-12-26","44","25","25","0.0","0.0"
"USC00410433","2010-12-27","49","25","26","0.0","0.0"
"USC00410433","2010-12-28","58","26","48","0.0","0.0"
"USC00410433","2010-12-29","58","48","59","0.0","0.0"
"USC00410433","2010-12-30","70","55","58","0.0","0.0"
"USC00410433","2010-12-31","74","57","57","0.0","0.0"
"USC00410433","2011-01-01","66","44","44","0.0","0.0"
"USC00410433","2011-01-02","58","29","29","0.0","0.0"
"USC00410433","2011-01-03","55","28","37","0.0","0.0"
"USC00410433","2011-01-04","58","37","49","0.0","0.0"
"USC00410433","2011-01-05","56","49","55","0.0","0.0"
"USC00410433","2011-01-06","70","36","38","0.0","0.0"
"USC00410433","2011-01-07","65","37","37","0.0","0.0"
"USC00410433","2011-01-08","76","37","44","0.0","0.0"
"USC00410433","2011-01-09","63","40","40","0.0","0.0"
"USC00410433","2011-01-10","50","35","35","0.0","0.0"
"USC00410433","2011-01-11","38","29","29","0.0","0.0"
"USC00410433","2011-01-12","43","25","28","0.0","0.0"
"USC00410433","2011-01-13","39","28","30","0.0","0.0"
"USC00410433","2011-01-14","41","30","37","0.0","0.0"
"USC00410433","2011-01-15","45","37","43","0.0","0.0"
"USC00410433","2011-01-16","48","43","46","0.0","0.0"
"USC00410433","2011-01-17","49","46","46","0.0","0.0"
"USC00410433","2011-01-18","66","46","51","0.0","0.0"
"USC00410433","2011-01-19","65","37","37","0.0","0.0"
"USC00410433","2011-01-20","65","36","55","0.0","0.0"
"USC00410433","2011-01-21","56","24","24","0.0","0.0"
"USC00410433","2011-01-22","50","24","29","0.0","0.0"
"USC00410433","2011-01-23","62","29","39","0.0","0.0"
"USC00410433","2011-01-24","51","36","36","0.0","0.0"
"USC00410433","2011-01-25","57","35","39","0.0","0.0"
"USC00410433","2011-01-26","58","29","30","0.0","0.0"
"USC00410433","2011-01-27","62","30","35","0.0","0.0"
"USC00410433","2011-01-28","68","35","38","0.0","0.0"
"USC00410433","2011-01-29","76","38","47","0.0","0.0"
"USC00410433","2011-01-30","73","47","63","0.0","0.0"
"USC00410433","2011-01-31","80","48","49","0.0","0.0"
"USC00410433","2011-02-01","76","32","32","0.0","0.0"
"USC00410433","2011-02-02","33","15","16",,
"USC00410433","2011-02-03","25","16","19","0.0","0.0"
"USC00410433","2011-02-04","26","19","19","0.1","0.1"
"USC00410433","2011-02-05","41","19","29","0.0","0.0"
"USC00410433","2011-02-06","67","29","38","0.0","0.0"
"USC00410433","2011-02-07","74","37","37","0.0","0.0"
"USC00410433","2011-02-08","56","33","35","0.0","0.0"
"USC00410433","2011-02-09","65","19","19","0.0","0.0"
"USC00410433","2011-02-10","34","17","17","0.0","0.0"
"USC00410433","2011-02-11","43","17","20","0.0","0.0"
"USC00410433","2011-02-12","58","20","29","0.0","0.0"
"USC00410433","2011-02-13","67","29","39","0.0","0.0"
"USC00410433","2011-02-14","73","39","50","0.0","0.0"
"USC00410433","2011-02-15","77","50","60","0.0","0.0"
"USC00410433","2011-02-16","75","60","60","0.0","0.0"
"USC00410433","2011-02-17","75","60","64","0.0","0.0"
"USC00410433","2011-02-18","77","63","63","0.0","0.0"
"USC00410433","2011-02-19","76","58","59","0.0","0.0"
"USC00410433","2011-02-20","75","59","63","0.0","0.0"
"USC00410433","2011-02-21","79","63","63","0.0","0.0"
"USC00410433","2011-02-22","82","49","49","0.0","0.0"
"USC00410433","2011-02-23","65","48","62","0.0","0.0"
"USC00410433","2011-02-24","75","62","66","0.0","0.0"
"USC00410433","2011-02-25","83","43","43","0.0","0.0"
"USC00410433","2011-02-26","68","43","56","0.0","0.0"
"USC00410433","2011-02-27","75","56","65","0.0","0.0"
"USC00410433","2011-02-28","83","55","55","0.0","0.0"
"USC00410433","2011-03-01","71","38","38","0.0","0.0"
"USC00410433","2011-03-02","75","38","42","0.0","0.0"
"USC00410433","2011-03-03","78","42","44","0.0","0.0"
"USC00410433","2011-03-04","71","44","59","0.0","0.0"
"USC00410433","2011-03-05","71","48","48","0.0","0.0"
"USC00410433","2011-03-06","64","33","33","0.0","0.0"
"USC00410433","2011-03-07","67","32","47","0.0","0.0"
"USC00410433","2011-03-08","76","47","65","0.0","0.0"
"USC00410433","2011-03-09","85","46","47","0.0","0.0"
"USC00410433","2011-03-10","70","43","44","0.0","0.0"
"USC00410433","2011-03-11","73","42","43","0.0","0.0"
"USC00410433","2011-03-12","79","43","57","0.0","0.0"
"USC00410433","2011-03-13","82","57","63","0.0","0.0"
"USC00410433","2011-03-14","74","63","64","0.0","0.0"
"USC00410433","2011-03-15","71","40","43","0.0","0.0"
"USC00410433","2011-03-16","76","43","60","0.0","0.0"
"USC00410433","2011-03-17","77","60","64","0.0","0.0"
"USC00410433","2011-03-18","83","64","66","0.0","0.0"
"USC00410433","2011-03-19","87","63","64","0.0","0.0"
"USC00410433","2011-03-20","84","64","65","0.0","0.0"
"USC00410433","2011-03-21","78","64","65","0.0","0.0"
"USC00410433","2011-03-22","84","64","64","0.0","0.0"
"USC00410433","2011-03-23","83","64","64","0.0","0.0"
"USC00410433","2011-03-24","89","58","58","0.0","0.0"
"USC00410433","2011-03-25","85","58","65","0.0","0.0"
"USC00410433","2011-03-26","86","65","68","0.0","0.0"
"USC00410433","2011-03-27","88","57","57","0.0","0.0"
"USC00410433","2011-03-28","70","49","50","0.0","0.0"
"USC00410433","2011-03-29","64","50","58","0.0","0.0"
"USC00410433","2011-03-30","71","45","45","0.0","0.0"
"USC00410433","2011-03-31","66","44","44","0.0","0.0"
"USC00410433","2011-04-01","82","44","60","0.0","0.0"
"USC00410433","2011-04-02","92","57","57","0.0","0.0"
"USC00410433","2011-04-03","87","57","67","0.0","0.0"
"USC00410433","2011-04-04","84","67","73","0.0","0.0"
"USC00410433","2011-04-05","73","37","37","0.0","0.0"
"USC00410433","2011-04-06","77","37","51","0.0","0.0"
"USC00410433","2011-04-07","86","51","64","0.0","0.0"
"USC00410433","2011-04-08","83","64","71","0.0","0.0"
"USC00410433","2011-04-09","91","67","68","0.0","0.0"
"USC00410433","2011-04-10","92","68","69","0.0","0.0"
"USC00410433","2011-04-11","91","61","61","0.0","0.0"
"USC00410433","2011-04-12","82","50","50","0.0","0.0"
"USC00410433","2011-04-13","85","48","50","0.0","0.0"
"USC00410433","2011-04-14","86","50","69","0.0","0.0"
"USC00410433","2011-04-15","85","62","62","0.0","0.0"
"USC00410433","2011-04-16","81","44","45","0.0","0.0"
"USC00410433","2011-04-17","81","45","45","0.0","0.0"
"USC00410433","2011-04-18","86","45","70","0.0","0.0"
"USC00410433","2011-04-19","94","70","72","0.0","0.0"
"USC00410433","2011-04-20","91","72","74","0.0","0.0"
"USC00410433","2011-04-21","88","70","70","0.0","0.0"
"USC00410433","2011-04-22","90","70","72","0.0","0.0"
"USC00410433","2011-04-23","92","72","72","0.0","0.0"
"USC00410433","2011-04-24","92","72","73","0.0","0.0"
"USC00410433","2011-04-25","88","73","75","0.0","0.0"
"USC00410433","2011-04-26","91","72","73","0.0","0.0"
"USC00410433","2011-04-27","92","68","68","0.0","0.0"
"USC00410433","2011-04-28","85","50","50","0.0","0.0"
"USC00410433","2011-04-29","81","50","56","0.0","0.0"
"USC00410433","2011-04-30","89","56","72","0.0","0.0"
"USC00410433","2011-05-01","90","72","75","0.0","0.0"
"USC00410433","2011-05-02","94","48","48","0.0","0.0"
"USC00410433","2011-05-03","52","46","46","0.0","0.0"
"USC00410433","2011-05-04","73","43","43","0.0","0.0"
"USC00410433","2011-05-05","81","43","52","0.0","0.0"
"USC00410433","2011-05-06","85","52","61","0.0","0.0"
"USC00410433","2011-05-07","89","61","66","0.0","0.0"
"USC00410433","2011-05-08","92","66","72","0.0","0.0"
"USC00410433","2011-05-09","96","72","72","0.0","0.0"
"USC00410433","2011-05-10","96","72","73","0.0","0.0"
"USC00410433","2011-05-11","92","73","74","0.0","0.0"
"USC00410433","2011-05-12","89","70","73","0.0","0.0"
"USC00410433","2011-05-13","77","58","58","0.0","0.0"
"USC00410433","2011-05-14","87","51","53","0.0","0.0"
"USC00410433","2011-05-15","79","53","57","0.0","0.0"
"USC00410433","2011-05-16","78","57","61","0.0","0.0"
"USC00410433","2011-05-17","85","54","55","0.0","0.0"
"USC00410433","2011-05-18","88","55","68","0.0","0.0"
"USC00410433","2011-05-19","88","68","73","0.0","0.0"
"USC00410433","2011-05-20","77","73","76","0.0","0.0"
"USC00410433","2011-05-21","88","65","67","0.0","0.0"
"USC00410433","2011-05-22","89","67","76","0.0","0.0"
"USC00410433","2011-05-23","92","73","73","0.0","0.0"
"USC00410433","2011-05-24","93","73","76","0.0","0.0"
"USC00410433","2011-05-25","94","73","73","0.0","0.0"
"USC00410433","2011-05-26","100","63","64","0.0","0.0"
"USC00410433","2011-05-27","91","64","71","0.0","0.0"
"USC00410433","2011-05-28","99","71","74","0.0","0.0"
"USC00410433","2011-05-29","98","74","75","0.0","0.0"
"USC00410433","2011-05-30","96","75","77","0.0","0.0"
"USC00410433","2011-05-31","95","76","76","0.0","0.0"
"USC00410433","2011-06-01","94","71","72","0.0","0.0"
"USC00410433","2011-06-02","96","66","66","0.0","0.0"
"USC00410433","2011-06-03","97","66","67","0.0","0.0"
"USC00410433","2011-06-04","99","67","70","0.0","0.0"
"USC00410433","2011-06-05","97","67","67","0.0","0.0"
